date,district,lat,lon,disease,cases,lag_1,lag_2,lag_3,temperature,humidity,rainfall,population_density,sanitation_score
2015-04-25,Sialkot,32.4945,74.5229,Skin Infections,6,2,0,5,39.6,82.7,37.1,2870,73
2015-04-22,Rawalpindi,33.6167,73.0667,Dengue,12,2,6,3,40.1,80.1,39.8,1514,35
2015-03-11,Sargodha,32.0836,72.6711,Measles,3,9,3,6,32.8,82.0,36.3,2649,30
2015-05-01,Peshawar,34.0151,71.5805,Rotavirus,6,1,2,7,39.4,83.7,35.2,1934,48
2015-01-25,Bahawalpur,29.3956,71.6833,Rubella,6,3,11,0,23.5,62.8,6.2,1135,66
2015-04-25,Hyderabad,25.396,68.3578,Skin Infections,6,2,5,4,40.2,81.8,37.5,2527,79
2015-02-21,Karachi South,24.809,66.991,Measles,8,1,6,4,30.8,76.9,25.4,3410,90
2015-01-07,Quetta,30.1798,66.975,Eye Infections,7,6,5,0,21.1,55.4,0.0,2413,46
2015-03-14,Gwadar,25.1214,62.3256,Pneumonia,1,0,14,3,34.3,74.4,36.3,3206,36
2015-05-19,Quetta,30.1798,66.975,Cholera,6,6,5,0,39.3,77.5,33.8,2413,46
2015-03-20,Karachi South,24.809,66.991,Cholera,0,0,2,5,36.6,79.2,36.7,3410,90
2015-04-25,Gujranwala,32.1877,74.1945,Dengue,9,7,4,4,40.3,79.4,39.4,3361,37
2015-05-10,Sheikhupura,31.7131,73.9783,Cholera,1,0,5,0,41.5,78.7,37.1,2990,42
2015-04-28,Rawalpindi,33.6167,73.0667,Allergies,4,8,4,0,40.5,78.0,37.6,1514,35
2015-01-07,Sialkot,32.4945,74.5229,Dengue,3,6,7,0,20.2,58.8,0.0,2870,73
2015-05-28,Rawalpindi,33.6167,73.0667,Rubella,5,9,4,6,40.6,73.5,25.9,1514,35
2015-04-22,Gwadar,25.1214,62.3256,Mumps,9,3,4,4,40.6,75.7,40.7,3206,36
2015-01-07,Bahawalpur,29.3956,71.6833,Skin Infections,1,3,4,0,20.0,58.7,0.0,1135,66
2015-01-10,Bahawalpur,29.3956,71.6833,Hepatitis E,0,2,3,5,20.5,57.3,0.0,1135,66
2015-04-22,Quetta,30.1798,66.975,Pneumonia,5,5,3,6,38.7,77.9,38.2,2413,46
2015-01-22,Quetta,30.1798,66.975,Rubella,3,3,1,11,23.5,67.6,8.6,2413,46
2015-03-08,Sialkot,32.4945,74.5229,Allergies,7,4,8,5,32.7,73.9,32.8,2870,73
2015-04-13,Sialkot,32.4945,74.5229,Influenza,3,3,0,0,39.9,84.6,39.9,2870,73
2015-05-04,Sargodha,32.0836,72.6711,Malaria,2,8,9,10,39.4,77.4,37.3,2649,30
2015-02-09,Hyderabad,25.396,68.3578,Malaria,0,5,4,2,28.7,73.1,21.5,2527,79
2015-05-25,Larkana,27.56,68.21,COVID19,1,5,5,8,38.6,73.4,33.2,2445,71
2015-01-13,Lahore,31.5497,74.3436,Typhoid,7,7,1,5,21.6,61.2,0.0,2677,60
2015-02-27,Hyderabad,25.396,68.3578,Skin Infections,7,2,11,7,31.9,79.2,29.3,2527,79
2015-05-25,Peshawar,34.0151,71.5805,Rubella,7,6,6,2,40.2,78.4,29.3,1934,48
2015-04-16,Dera Ghazi Khan,30.0561,70.6347,Cholera,0,4,0,3,39.0,80.1,39.9,1782,70
2015-02-06,Gwadar,25.1214,62.3256,Measles,0,1,4,9,25.9,72.1,18.9,3206,36
2015-01-25,Sukkur,27.705,68.857,Cholera,0,3,4,5,24.3,63.2,9.1,4954,59
2015-01-28,Sheikhupura,31.7131,73.9783,Measles,2,6,10,2,25.6,67.1,14.6,2990,42
2015-03-17,Peshawar,34.0151,71.5805,Rotavirus,4,2,4,6,36.4,74.8,35.2,1934,48
2015-03-08,Karachi South,24.809,66.991,Influenza,3,7,8,1,33.7,78.7,29.4,3410,90
2015-01-01,Quetta,30.1798,66.975,Measles,5,0,0,0,18.4,59.3,0.0,2413,46
2015-03-23,Sargodha,32.0836,72.6711,Allergies,8,8,2,9,37.6,75.4,38.4,2649,30
2015-02-06,Gwadar,25.1214,62.3256,Polio,10,2,4,8,25.9,72.1,18.9,3206,36
2015-05-04,Sargodha,32.0836,72.6711,Mumps,6,7,4,5,39.4,77.4,37.3,2649,30
2015-01-13,Sukkur,27.705,68.857,Malaria,0,7,7,5,21.7,60.1,2.2,4954,59
2015-05-22,Sargodha,32.0836,72.6711,Typhoid,1,6,4,4,39.4,76.8,32.1,2649,30
2015-02-15,Rawalpindi,33.6167,73.0667,Malaria,8,11,8,4,28.9,70.8,21.0,1514,35
2015-02-12,Dera Ghazi Khan,30.0561,70.6347,Rubella,3,7,6,1,29.1,68.3,20.7,1782,70
2015-02-06,Sheikhupura,31.7131,73.9783,GI Infections,6,5,2,3,25.7,64.9,18.0,2990,42
2015-02-24,Rawalpindi,33.6167,73.0667,Malaria,7,9,5,8,32.2,72.8,27.3,1514,35
2015-01-10,Multan,30.1575,71.5249,Mumps,2,7,4,1,19.8,59.1,0.0,1743,34
2015-04-04,Jhelum,32.9333,73.7333,Eye Infections,1,2,0,1,36.3,79.4,37.8,3536,73
2015-03-02,Larkana,27.56,68.21,Cholera,1,0,8,3,32.0,77.1,31.9,2445,71
2015-05-04,Gwadar,25.1214,62.3256,Hepatitis E,8,0,4,0,40.0,78.2,38.2,3206,36
2015-02-09,Quetta,30.1798,66.975,COVID19,4,8,0,8,28.0,69.1,19.8,2413,46
2015-04-10,Hyderabad,25.396,68.3578,Pneumonia,3,6,3,8,38.9,75.8,41.3,2527,79
2015-01-07,Quetta,30.1798,66.975,Skin Infections,3,1,2,0,21.1,55.4,0.0,2413,46
2015-03-20,Bahawalpur,29.3956,71.6833,Tuberculosis,7,4,0,6,37.1,78.4,36.7,1135,66
2015-02-06,Turbat,26.0043,63.0488,Mumps,7,3,2,4,24.7,70.0,16.2,2245,70
2015-05-04,Bahawalpur,29.3956,71.6833,Mumps,9,10,7,4,39.7,78.7,37.3,1135,66
2015-03-23,Jhelum,32.9333,73.7333,Allergies,3,7,2,0,38.3,78.3,39.0,3536,73
2015-05-07,Larkana,27.56,68.21,Cholera,0,3,0,0,39.4,78.0,36.9,2445,71
2015-01-04,Peshawar,34.0151,71.5805,Dengue,10,4,0,0,19.3,58.4,0.0,1934,48
2015-02-15,Peshawar,34.0151,71.5805,Influenza,10,9,16,12,30.2,71.0,22.3,1934,48
2015-01-28,Gujranwala,32.1877,74.1945,Hepatitis E,4,4,2,2,25.0,67.4,10.1,3361,37
2015-02-18,Jhelum,32.9333,73.7333,Asthma,8,2,3,3,29.7,69.2,24.0,3536,73
2015-03-02,Bahawalpur,29.3956,71.6833,Polio,5,4,10,11,32.5,72.0,32.6,1135,66
2015-01-04,Multan,30.1575,71.5249,Influenza,12,8,0,0,18.0,55.5,0.0,1743,34
2015-04-28,Quetta,30.1798,66.975,Measles,7,9,8,4,40.4,70.6,36.2,2413,46
2015-05-04,Sialkot,32.4945,74.5229,Skin Infections,6,5,2,6,39.3,77.7,39.1,2870,73
2015-02-27,Faisalabad,31.4181,73.0798,Mumps,0,2,1,8,31.9,71.0,28.5,1101,39
2015-02-03,Sukkur,27.705,68.857,Rotavirus,6,0,6,1,26.3,67.0,14.8,4954,59
2015-03-20,Turbat,26.0043,63.0488,Skin Infections,7,1,3,5,38.1,79.7,38.2,2245,70
2015-04-04,Faisalabad,31.4181,73.0798,Skin Infections,3,10,1,6,39.2,78.0,40.9,1101,39
2015-03-14,Sukkur,27.705,68.857,Cholera,4,0,4,0,36.7,76.4,37.8,4954,59
2015-05-22,Larkana,27.56,68.21,Rotavirus,1,4,0,0,38.7,75.8,31.2,2445,71
2015-05-25,Jhelum,32.9333,73.7333,GI Infections,6,3,3,4,38.6,77.4,30.4,3536,73
2015-02-09,Islamabad,33.6844,73.0479,GI Infections,1,5,1,7,29.1,67.8,20.3,2816,30
2015-04-19,Turbat,26.0043,63.0488,GI Infections,3,5,4,3,39.4,81.4,40.2,2245,70
2015-05-28,Quetta,30.1798,66.975,Rubella,7,8,7,4,39.0,75.8,30.4,2413,46
2015-04-22,Gujranwala,32.1877,74.1945,Dengue,7,4,4,7,40.8,80.5,41.7,3361,37
2015-02-06,Lahore,31.5497,74.3436,Allergies,8,8,11,8,26.4,68.1,14.8,2677,60
2015-05-25,Larkana,27.56,68.21,GI Infections,2,7,11,4,38.6,73.4,33.2,2445,71
2015-04-13,Turbat,26.0043,63.0488,Tuberculosis,5,7,8,3,39.6,80.7,40.6,2245,70
2015-04-07,Sheikhupura,31.7131,73.9783,Influenza,12,4,1,3,39.4,80.8,41.7,2990,42
2015-03-23,Jhelum,32.9333,73.7333,Mumps,4,0,0,2,38.3,78.3,39.0,3536,73
2015-01-10,Peshawar,34.0151,71.5805,Hepatitis E,7,5,8,4,20.6,62.6,0.0,1934,48
2015-01-16,Gwadar,25.1214,62.3256,Influenza,10,15,15,11,19.9,63.3,4.0,3206,36
2015-04-25,Karachi South,24.809,66.991,Typhoid,4,7,2,10,40.4,75.0,40.8,3410,90
2015-01-13,Sargodha,32.0836,72.6711,Polio,1,4,9,7,22.1,58.5,1.5,2649,30
2015-01-07,Multan,30.1575,71.5249,Skin Infections,9,2,8,0,19.9,57.9,0.0,1743,34
2015-01-13,Sialkot,32.4945,74.5229,Rubella,6,1,1,6,20.6,62.0,1.1,2870,73
2015-04-01,Turbat,26.0043,63.0488,Cholera,4,0,5,7,39.8,77.0,39.9,2245,70
2015-02-15,Hyderabad,25.396,68.3578,Mumps,6,7,5,8,29.8,71.2,22.6,2527,79
2015-05-01,Peshawar,34.0151,71.5805,Malaria,8,5,7,2,39.4,83.7,35.2,1934,48
2015-03-26,Hyderabad,25.396,68.3578,Allergies,1,5,6,4,36.5,81.3,39.6,2527,79
2015-03-14,Jhelum,32.9333,73.7333,Cholera,0,0,2,1,35.1,78.9,36.2,3536,73
2015-02-21,Lahore,31.5497,74.3436,Hepatitis E,8,4,5,7,30.3,72.2,24.7,2677,60
2015-01-22,Multan,30.1575,71.5249,Typhoid,12,6,7,5,23.1,62.5,6.4,1743,34
2015-01-01,Sheikhupura,31.7131,73.9783,Typhoid,4,0,0,0,17.0,57.4,0.0,2990,42
2015-01-04,Multan,30.1575,71.5249,Dengue,2,5,0,0,18.0,55.5,0.0,1743,34
2015-02-21,Faisalabad,31.4181,73.0798,COVID19,7,9,4,9,31.8,69.9,27.4,1101,39
2015-05-10,Larkana,27.56,68.21,COVID19,6,4,5,5,40.6,80.8,35.4,2445,71
2015-02-15,Gujranwala,32.1877,74.1945,Malaria,3,6,8,3,28.7,72.8,23.3,3361,37
2015-05-28,Rawalpindi,33.6167,73.0667,Malaria,1,3,6,5,40.6,73.5,25.9,1514,35
2015-03-02,Rawalpindi,33.6167,73.0667,GI Infections,5,8,0,4,30.8,72.8,31.0,1514,35
2015-03-29,Bahawalpur,29.3956,71.6833,Allergies,2,0,5,4,38.8,79.4,39.3,1135,66
2015-04-28,Peshawar,34.0151,71.5805,Allergies,1,3,3,1,38.0,77.8,37.6,1934,48
2015-03-23,Sargodha,32.0836,72.6711,Measles,7,6,5,1,37.6,75.4,38.4,2649,30
2015-03-02,Quetta,30.1798,66.975,Mumps,7,0,0,0,31.5,74.5,30.0,2413,46
2015-01-10,Gujranwala,32.1877,74.1945,Pneumonia,8,6,6,0,19.7,59.4,1.0,3361,37
2015-03-20,Islamabad,33.6844,73.0479,Polio,3,8,6,9,35.8,81.6,35.2,2816,30
2015-03-20,Dera Ghazi Khan,30.0561,70.6347,Cholera,3,5,4,4,35.8,78.2,36.5,1782,70
2015-03-05,Sheikhupura,31.7131,73.9783,Skin Infections,3,6,5,7,34.5,77.1,32.5,2990,42
2015-03-26,Larkana,27.56,68.21,Skin Infections,5,7,5,0,37.9,76.1,35.9,2445,71
2015-02-12,Hyderabad,25.396,68.3578,Measles,0,9,6,10,29.3,67.4,20.4,2527,79
2015-04-22,Dera Ghazi Khan,30.0561,70.6347,Mumps,6,6,4,7,38.0,79.8,40.6,1782,70
2015-01-10,Rawalpindi,33.6167,73.0667,Hepatitis A,8,3,3,3,21.2,59.1,2.3,1514,35
2015-04-16,Karachi South,24.809,66.991,COVID19,16,19,25,20,39.5,76.4,39.5,3410,90
2015-01-22,Peshawar,34.0151,71.5805,Malaria,2,8,5,5,23.9,64.8,8.2,1934,48
2015-01-13,Rawalpindi,33.6167,73.0667,COVID19,4,4,6,2,21.0,60.9,2.2,1514,35
2015-05-01,Sheikhupura,31.7131,73.9783,Mumps,2,0,5,7,39.3,82.9,32.9,2990,42
2015-01-16,Lahore,31.5497,74.3436,Influenza,11,16,11,17,22.2,57.9,2.3,2677,60
2015-03-20,Sargodha,32.0836,72.6711,Polio,2,4,0,7,34.9,79.3,34.6,2649,30
2015-02-27,Multan,30.1575,71.5249,Dengue,7,4,5,9,31.7,72.6,30.4,1743,34
2015-01-31,Turbat,26.0043,63.0488,Hepatitis E,0,4,4,2,24.1,64.6,11.0,2245,70
2015-04-28,Karachi South,24.809,66.991,Typhoid,9,4,7,2,40.3,74.2,41.1,3410,90
2015-01-25,Sheikhupura,31.7131,73.9783,Polio,8,3,7,3,23.5,64.1,9.4,2990,42
2015-03-02,Bahawalpur,29.3956,71.6833,Malaria,3,3,4,6,32.5,72.0,32.6,1135,66
2015-04-01,Faisalabad,31.4181,73.0798,Eye Infections,2,4,12,3,39.7,80.3,41.7,1101,39
2015-03-29,Larkana,27.56,68.21,COVID19,13,25,19,18,38.8,79.6,41.1,2445,71
2015-03-14,Sargodha,32.0836,72.6711,Asthma,6,8,9,1,33.0,76.1,32.3,2649,30
2015-01-28,Faisalabad,31.4181,73.0798,Polio,5,4,5,1,24.0,68.7,10.5,1101,39
2015-05-28,Islamabad,33.6844,73.0479,Skin Infections,5,4,1,8,36.9,76.2,26.3,2816,30
2015-02-24,Larkana,27.56,68.21,COVID19,4,0,1,1,33.7,74.3,27.8,2445,71
2015-01-13,Dera Ghazi Khan,30.0561,70.6347,GI Infections,5,8,5,0,21.8,58.5,2.9,1782,70
2015-02-18,Peshawar,34.0151,71.5805,Influenza,16,10,9,16,31.8,72.1,24.6,1934,48
2015-04-19,Sukkur,27.705,68.857,Rubella,4,3,4,11,38.7,77.6,40.2,4954,59
2015-05-19,Islamabad,33.6844,73.0479,Cholera,6,7,4,6,38.2,74.4,31.5,2816,30
2015-02-03,Sukkur,27.705,68.857,Tuberculosis,4,8,4,9,26.3,67.0,14.8,4954,59
2015-03-20,Larkana,27.56,68.21,Rubella,4,8,1,3,36.0,77.5,33.6,2445,71
2015-01-13,Larkana,27.56,68.21,Hepatitis E,7,0,4,3,19.4,61.2,0.0,2445,71
2015-04-13,Islamabad,33.6844,73.0479,Eye Infections,10,0,4,10,38.9,78.9,39.2,2816,30
2015-02-09,Multan,30.1575,71.5249,Allergies,6,5,2,8,26.9,70.4,16.9,1743,34
2015-04-28,Sukkur,27.705,68.857,Eye Infections,4,2,5,5,39.3,77.3,38.0,4954,59
2015-01-07,Lahore,31.5497,74.3436,Allergies,10,1,4,0,18.0,55.6,0.0,2677,60
2015-04-19,Sargodha,32.0836,72.6711,COVID19,20,17,18,20,38.7,82.8,42.4,2649,30
2015-01-19,Jhelum,32.9333,73.7333,Malaria,9,6,9,0,21.3,62.5,8.0,3536,73
2015-03-17,Multan,30.1575,71.5249,Rotavirus,7,4,11,3,34.5,79.0,37.3,1743,34
2015-03-14,Karachi South,24.809,66.991,Polio,1,1,8,1,36.1,76.4,35.2,3410,90
2015-04-04,Sukkur,27.705,68.857,Hepatitis A,6,6,2,0,39.3,80.2,40.2,4954,59
2015-03-05,Quetta,30.1798,66.975,Allergies,9,5,4,2,36.0,73.8,30.0,2413,46
2015-05-13,Jhelum,32.9333,73.7333,Influenza,0,5,3,6,40.8,75.1,33.7,3536,73
2015-03-11,Rawalpindi,33.6167,73.0667,Tuberculosis,6,5,3,0,34.7,76.6,35.9,1514,35
2015-04-22,Quetta,30.1798,66.975,Cholera,6,6,6,1,38.7,77.9,38.2,2413,46
2015-01-07,Sialkot,32.4945,74.5229,Rotavirus,6,0,3,0,20.2,58.8,0.0,2870,73
2015-01-04,Rawalpindi,33.6167,73.0667,Hepatitis E,4,1,0,0,18.6,59.4,0.0,1514,35
2015-05-01,Rawalpindi,33.6167,73.0667,Rubella,4,2,2,2,39.2,75.8,38.4,1514,35
2015-02-06,Hyderabad,25.396,68.3578,Polio,3,7,9,2,26.2,66.4,20.1,2527,79
2015-05-28,Turbat,26.0043,63.0488,Rubella,4,3,7,5,40.6,72.9,25.2,2245,70
2015-01-01,Quetta,30.1798,66.975,Asthma,4,0,0,0,18.4,59.3,0.0,2413,46
2015-02-27,Larkana,27.56,68.21,COVID19,3,4,0,1,31.8,72.1,29.6,2445,71
2015-05-07,Peshawar,34.0151,71.5805,GI Infections,7,1,4,0,40.9,76.0,37.7,1934,48
2015-04-07,Turbat,26.0043,63.0488,Typhoid,8,2,7,4,40.3,80.9,38.3,2245,70
2015-03-20,Dera Ghazi Khan,30.0561,70.6347,Hepatitis E,4,5,7,7,35.8,78.2,36.5,1782,70
2015-03-26,Sukkur,27.705,68.857,Hepatitis E,0,4,8,6,37.5,82.5,36.2,4954,59
2015-01-31,Dera Ghazi Khan,30.0561,70.6347,Hepatitis E,3,5,11,8,25.2,62.2,16.2,1782,70
2015-05-04,Sargodha,32.0836,72.6711,Rotavirus,3,1,3,6,39.4,77.4,37.3,2649,30
2015-02-24,Lahore,31.5497,74.3436,Skin Infections,3,7,4,3,33.1,71.0,28.0,2677,60
2015-04-25,Dera Ghazi Khan,30.0561,70.6347,Rubella,9,5,4,5,40.4,78.2,33.8,1782,70
2015-03-20,Karachi South,24.809,66.991,Tuberculosis,8,10,2,2,36.6,79.2,36.7,3410,90
2015-05-13,Sialkot,32.4945,74.5229,Eye Infections,6,5,4,1,41.2,77.7,35.2,2870,73
2015-03-26,Gujranwala,32.1877,74.1945,Malaria,4,0,8,3,38.8,76.9,37.9,3361,37
2015-02-27,Rawalpindi,33.6167,73.0667,Typhoid,0,6,4,0,33.0,75.8,30.9,1514,35
2015-05-13,Quetta,30.1798,66.975,Malaria,3,6,5,0,40.0,77.0,34.9,2413,46
2015-04-13,Gujranwala,32.1877,74.1945,Measles,0,2,9,0,40.4,78.0,41.0,3361,37
2015-05-19,Gujranwala,32.1877,74.1945,Dengue,2,5,12,1,38.8,75.8,31.4,3361,37
2015-01-13,Jhelum,32.9333,73.7333,Hepatitis E,4,3,10,1,20.5,60.8,0.5,3536,73
2015-03-26,Bahawalpur,29.3956,71.6833,Asthma,1,2,2,5,36.2,80.3,40.4,1135,66
2015-03-11,Bahawalpur,29.3956,71.6833,Tuberculosis,6,8,2,9,35.8,75.3,33.8,1135,66
2015-05-13,Hyderabad,25.396,68.3578,COVID19,4,6,0,2,39.5,76.5,35.5,2527,79
2015-05-01,Sargodha,32.0836,72.6711,Polio,12,7,4,4,42.0,81.7,37.3,2649,30
2015-01-07,Peshawar,34.0151,71.5805,Asthma,6,5,5,0,21.2,58.7,0.0,1934,48
2015-04-13,Bahawalpur,29.3956,71.6833,COVID19,18,17,25,21,39.2,79.1,38.5,1135,66
2015-04-28,Larkana,27.56,68.21,Rubella,6,0,4,7,40.2,75.6,39.0,2445,71
2015-02-12,Quetta,30.1798,66.975,Polio,0,6,0,11,27.9,72.3,18.5,2413,46
2015-03-29,Gujranwala,32.1877,74.1945,Rotavirus,0,3,0,7,37.3,78.5,38.4,3361,37
2015-04-28,Faisalabad,31.4181,73.0798,Influenza,0,4,0,6,38.6,76.9,37.9,1101,39
2015-03-05,Islamabad,33.6844,73.0479,Hepatitis A,2,3,1,9,32.0,76.1,29.6,2816,30
2015-05-16,Lahore,31.5497,74.3436,Mumps,8,0,6,8,38.6,76.3,33.4,2677,60
2015-03-17,Jhelum,32.9333,73.7333,Hepatitis E,5,0,3,1,35.7,81.7,36.1,3536,73
2015-02-18,Dera Ghazi Khan,30.0561,70.6347,COVID19,7,5,0,2,30.9,73.4,20.3,1782,70
2015-05-07,Turbat,26.0043,63.0488,COVID19,1,9,0,16,39.9,76.4,35.5,2245,70
2015-04-07,Sukkur,27.705,68.857,Eye Infections,7,10,4,5,38.0,83.9,40.7,4954,59
2015-04-07,Bahawalpur,29.3956,71.6833,Pneumonia,7,5,6,3,39.9,80.9,39.3,1135,66
2015-05-28,Faisalabad,31.4181,73.0798,COVID19,8,3,5,0,37.9,71.3,27.0,1101,39
2015-04-25,Islamabad,33.6844,73.0479,Polio,4,6,0,7,39.2,79.7,39.8,2816,30
2015-01-13,Gujranwala,32.1877,74.1945,Typhoid,5,0,1,3,20.3,62.1,0.8,3361,37
2015-05-28,Karachi South,24.809,66.991,Malaria,0,4,7,6,38.0,73.6,28.1,3410,90
2015-03-23,Gujranwala,32.1877,74.1945,Allergies,6,0,8,2,36.1,76.6,35.5,3361,37
2015-03-02,Dera Ghazi Khan,30.0561,70.6347,COVID19,19,9,7,5,32.3,75.5,31.1,1782,70
2015-04-25,Multan,30.1575,71.5249,Malaria,6,5,6,4,40.2,83.5,35.4,1743,34
2015-04-19,Turbat,26.0043,63.0488,Cholera,4,4,3,0,39.4,81.4,40.2,2245,70
2015-05-04,Multan,30.1575,71.5249,GI Infections,7,4,0,7,39.1,77.7,35.7,1743,34
2015-02-21,Sialkot,32.4945,74.5229,Rotavirus,3,5,6,8,30.4,74.4,27.7,2870,73
2015-04-28,Sialkot,32.4945,74.5229,Cholera,5,2,3,0,38.5,79.6,39.5,2870,73
2015-04-28,Islamabad,33.6844,73.0479,COVID19,20,19,21,19,40.2,80.3,40.1,2816,30
2015-04-04,Sheikhupura,31.7131,73.9783,Hepatitis E,2,4,6,1,40.5,82.0,39.3,2990,42
2015-02-18,Turbat,26.0043,63.0488,Hepatitis E,2,5,5,0,28.9,72.2,22.6,2245,70
2015-03-20,Karachi South,24.809,66.991,Pneumonia,5,9,1,7,36.6,79.2,36.7,3410,90
2015-05-28,Gwadar,25.1214,62.3256,Malaria,6,0,5,2,37.2,72.8,27.6,3206,36
2015-03-29,Gwadar,25.1214,62.3256,Rotavirus,11,4,7,3,37.0,81.3,39.9,3206,36
2015-03-05,Multan,30.1575,71.5249,Malaria,0,5,2,5,34.5,73.5,34.6,1743,34
2015-05-28,Hyderabad,25.396,68.3578,Rubella,0,4,0,2,37.8,74.8,22.7,2527,79
2015-03-20,Multan,30.1575,71.5249,Tuberculosis,0,4,15,2,36.8,77.5,34.3,1743,34
2015-01-28,Multan,30.1575,71.5249,Influenza,15,13,12,9,23.9,65.1,9.9,1743,34
2015-04-01,Rawalpindi,33.6167,73.0667,Hepatitis A,6,6,0,6,38.3,77.8,39.6,1514,35
2015-01-13,Peshawar,34.0151,71.5805,Influenza,10,12,11,8,22.4,62.8,1.2,1934,48
2015-03-02,Dera Ghazi Khan,30.0561,70.6347,Polio,10,5,5,7,32.3,75.5,31.1,1782,70
2015-01-28,Sialkot,32.4945,74.5229,Mumps,3,7,2,1,26.4,64.1,12.1,2870,73
2015-03-20,Sialkot,32.4945,74.5229,Allergies,5,0,7,2,35.9,78.3,32.7,2870,73
2015-03-20,Faisalabad,31.4181,73.0798,Dengue,5,4,3,3,35.6,81.0,35.4,1101,39
2015-05-13,Sialkot,32.4945,74.5229,Skin Infections,5,7,5,6,41.2,77.7,35.2,2870,73
2015-05-25,Quetta,30.1798,66.975,Hepatitis E,5,7,0,4,39.1,74.2,27.7,2413,46
2015-01-19,Peshawar,34.0151,71.5805,Allergies,3,4,3,7,22.3,62.1,5.0,1934,48
2015-05-19,Jhelum,32.9333,73.7333,Cholera,1,4,3,0,38.9,74.3,30.9,3536,73
2015-01-07,Sargodha,32.0836,72.6711,Asthma,3,5,0,0,20.7,55.0,0.0,2649,30
2015-02-06,Larkana,27.56,68.21,Dengue,6,0,0,7,26.7,70.4,19.7,2445,71
2015-05-01,Faisalabad,31.4181,73.0798,Asthma,3,8,8,5,39.7,78.6,36.2,1101,39
2015-03-14,Peshawar,34.0151,71.5805,Malaria,5,7,6,9,35.7,79.3,35.2,1934,48
2015-02-27,Bahawalpur,29.3956,71.6833,Dengue,4,3,2,3,33.5,73.5,26.4,1135,66
2015-01-07,Islamabad,33.6844,73.0479,Skin Infections,4,1,7,0,18.8,59.2,0.0,2816,30
2015-05-22,Turbat,26.0043,63.0488,Skin Infections,2,8,7,4,39.0,76.7,31.9,2245,70
2015-03-08,Rawalpindi,33.6167,73.0667,Typhoid,10,2,7,0,34.3,76.0,33.8,1514,35
2015-05-19,Bahawalpur,29.3956,71.6833,Cholera,5,8,3,4,38.9,76.7,28.9,1135,66
2015-02-09,Bahawalpur,29.3956,71.6833,COVID19,8,8,10,10,27.4,68.5,22.3,1135,66
2015-01-01,Lahore,31.5497,74.3436,Influenza,14,0,0,0,18.6,57.3,0.0,2677,60
2015-02-09,Dera Ghazi Khan,30.0561,70.6347,Pneumonia,1,1,4,3,27.5,70.1,20.2,1782,70
2015-02-21,Larkana,27.56,68.21,Typhoid,5,6,0,7,30.5,72.7,20.6,2445,71
2015-01-10,Sukkur,27.705,68.857,Hepatitis E,7,3,4,7,19.7,59.2,0.0,4954,59
2015-05-16,Gwadar,25.1214,62.3256,Hepatitis A,8,10,9,2,38.4,77.7,37.3,3206,36
2015-02-15,Bahawalpur,29.3956,71.6833,Hepatitis E,5,9,2,12,29.2,71.6,24.3,1135,66
2015-04-07,Peshawar,34.0151,71.5805,Cholera,0,4,1,5,39.5,81.6,38.6,1934,48
2015-04-19,Peshawar,34.0151,71.5805,Influenza,7,0,7,2,39.8,82.7,41.1,1934,48
2015-02-21,Lahore,31.5497,74.3436,COVID19,8,3,4,4,30.3,72.2,24.7,2677,60
2015-01-28,Gujranwala,32.1877,74.1945,Typhoid,10,3,4,0,25.0,67.4,10.1,3361,37
2015-02-06,Sargodha,32.0836,72.6711,Malaria,5,1,10,4,28.0,68.7,17.4,2649,30
2015-05-13,Sukkur,27.705,68.857,Cholera,0,1,1,4,39.5,77.6,35.9,4954,59
2015-02-09,Sheikhupura,31.7131,73.9783,Allergies,2,0,2,11,26.6,74.2,18.6,2990,42
2015-05-19,Larkana,27.56,68.21,Rotavirus,4,0,0,3,37.7,72.0,32.4,2445,71
2015-02-15,Islamabad,33.6844,73.0479,Pneumonia,6,6,3,2,28.4,75.3,23.5,2816,30
2015-02-27,Jhelum,32.9333,73.7333,Tuberculosis,4,12,5,0,32.4,75.4,25.4,3536,73
2015-02-06,Multan,30.1575,71.5249,Typhoid,10,2,0,5,26.3,67.8,18.9,1743,34
2015-02-27,Multan,30.1575,71.5249,Malaria,2,5,4,9,31.7,72.6,30.4,1743,34
2015-04-16,Gwadar,25.1214,62.3256,Typhoid,5,4,5,7,37.8,79.1,38.7,3206,36
2015-01-07,Lahore,31.5497,74.3436,Cholera,2,4,3,0,18.0,55.6,0.0,2677,60
2015-02-15,Gwadar,25.1214,62.3256,Influenza,11,9,13,9,30.3,68.6,25.2,3206,36
2015-02-06,Hyderabad,25.396,68.3578,Skin Infections,0,1,0,4,26.2,66.4,20.1,2527,79
2015-04-28,Lahore,31.5497,74.3436,Pneumonia,8,0,4,5,39.8,80.1,37.4,2677,60
2015-01-04,Hyderabad,25.396,68.3578,Hepatitis E,0,8,0,0,17.9,55.3,0.0,2527,79
2015-02-15,Turbat,26.0043,63.0488,Tuberculosis,5,1,0,7,30.0,73.5,21.4,2245,70
2015-03-23,Rawalpindi,33.6167,73.0667,Polio,3,3,6,0,37.2,79.8,37.8,1514,35
2015-04-04,Turbat,26.0043,63.0488,COVID19,18,21,21,23,38.3,79.4,39.0,2245,70
2015-04-01,Gwadar,25.1214,62.3256,Measles,4,7,0,5,36.7,78.0,36.0,3206,36
